1.75,1.0,0.0,0.0,0.0,1.0
1.755,1.0,0.0,0.0,0.0,1.0
1.7599999999999998,1.0,0.0,0.0,0.0,1.0
1.7650000000000001,1.0,0.0,0.0,0.0,1.0
1.77,1.0,0.0,0.0,0.0,1.0
1.775,1.0,0.0,0.0,0.0,1.0
1.78,1.0,0.0,0.0,0.0,1.0
1.785,1.0,0.0,0.0,0.0,1.0
1.79,1.0,0.0,0.0,0.0,1.0
1.795,1.0,0.0,0.0,0.0,1.0
1.8,1.0,0.0,0.0,0.0,1.0
1.8050000000000002,1.0,0.0,0.0,0.0,1.0
1.81,1.0,0.0,0.0,0.0,1.0
1.815,1.0,0.0,0.0,0.0,1.0
1.8199999999999998,1.0,0.0,0.0,0.0,1.0
1.825,1.0,0.0,0.0,0.0,1.0
1.83,1.0,0.0,0.0,0.0,1.0
1.835,1.0,0.0,0.0,0.0,1.0
1.84,1.0,0.0,0.0,0.0,1.0
1.845,1.0,0.0,0.0,0.0,1.0
1.85,1.0,0.0,0.0,0.0,1.0
1.855,1.0,0.0,0.0,0.0,1.0
1.8599999999999999,1.0,0.0,0.0,0.0,1.0
1.8650000000000002,1.0,0.0,0.0,0.0,1.0
1.87,1.0,0.0,0.0,0.0,1.0
1.875,1.0,0.0,0.0,0.0,1.0
1.88,1.0,0.0,0.0,0.0,1.0
1.8849999999999998,1.0,0.0,0.0,0.0,1.0
1.8900000000000001,1.0,0.0,0.0,0.0,1.0
1.895,1.0,0.0,0.0,0.0,1.0
1.9,1.0,0.0,0.0,0.0,1.0
1.905,1.0,0.0,0.0,0.0,1.0
1.91,1.0,0.0,0.0,0.0,1.0
1.915,1.0,0.0,0.0,0.0,1.0
1.92,1.0,0.0,0.0,0.0,1.0
1.9249999999999998,1.0,0.0,0.0,0.0,1.0
1.9300000000000002,1.0,0.0,0.0,0.0,1.0
1.935,1.0,0.0,0.0,0.0,1.0
1.94,1.0,0.0,0.0,0.0,1.0
1.9449999999999998,1.0,0.0,0.0,0.0,1.0
1.9500000000000002,1.0,0.0,0.0,0.0,1.0
1.955,1.0,0.0,0.0,0.0,1.0
1.96,1.0,0.0,0.0,0.0,1.0
1.965,1.0,0.0,0.0,0.0,1.0
1.9700000000000002,1.0,0.0,0.0,0.0,1.0
1.975,1.0,0.0,0.0,0.0,1.0
1.9800000000000002,1.0,0.0,0.0,0.0,1.0
1.985,1.0,0.0,0.0,0.0,1.0
1.9900000000000002,1.0,0.0,0.0,0.0,1.0
1.995,1.0,0.0,0.0,0.0,1.0
2.0,1.0,0.0,0.0,0.0,1.0
2.005,1.0,0.0,0.0,0.0,1.0
2.01,1.0,0.0,0.0,0.0,1.0
2.015,1.0,0.0,0.0,0.0,1.0
2.02,1.0,0.0,0.0,0.0,1.0
2.025,1.0,0.0,0.0,0.0,1.0
2.0300000000000002,1.0,0.0,0.0,0.0,1.0
2.035,1.0,0.0,0.0,0.0,1.0
2.04,1.0,0.0,0.0,0.0,1.0
2.045,1.0,0.0,0.0,0.0,1.0
2.05,1.0,0.0,0.0,0.0,1.0
2.055,1.0,0.0,0.0,0.0,1.0
2.06,1.0,0.0,0.0,0.0,1.0
2.065,1.0,0.0,0.0,0.0,1.0
2.07,1.0,0.0,0.0,0.0,1.0
2.075,1.0,0.0,0.0,0.0,1.0
2.08,1.0,0.0,0.0,0.0,1.0
2.085,1.0,0.0,0.0,0.0,1.0
2.09,1.0,0.0,0.0,0.0,1.0
2.095,1.0,0.0,0.0,0.0,1.0
2.1,1.0,0.0,0.0,0.0,1.0
2.105,1.0,0.0,0.0,0.0,1.0
2.11,1.0,0.0,0.0,0.0,1.0
2.115,1.0,0.0,0.0,0.0,1.0
2.12,1.0,0.0,0.0,0.0,1.0
2.125,1.0,0.0,0.0,0.0,1.0
2.13,1.0,0.0,0.0,0.0,1.0
2.135,1.0,0.0,0.0,0.0,1.0
2.14,1.0,0.0,0.0,0.0,1.0
2.145,1.0,0.0,0.0,0.0,1.0
2.15,1.0,0.0,0.0,0.0,1.0
2.1550000000000002,1.0,0.0,0.0,0.0,1.0
2.16,1.0,0.0,0.0,0.0,1.0
2.165,1.0,0.0,0.0,0.0,1.0
2.17,1.0,0.0,0.0,0.0,1.0
2.175,1.0,0.0,0.0,0.0,1.0
2.18,1.0,0.0,0.0,0.0,1.0
2.185,1.0,0.0,0.0,0.0,1.0
2.19,1.0,0.0,0.0,0.0,1.0
2.195,1.0,0.0,0.0,0.0,1.0
2.1999999999999997,1.0,0.0,0.0,0.0,1.0
2.2049999999999996,1.0,0.0,0.0,0.0,1.0
2.2100000000000004,1.0,0.0,0.0,0.0,1.0
2.2150000000000003,1.0,0.0,0.0,0.0,1.0
2.22,1.0,0.0,0.0,0.0,1.0
2.225,1.0,0.0,0.0,0.0,1.0
2.2300000000000004,1.0,0.0,0.0,0.0,1.0
2.2350000000000003,1.0,0.0,0.0,0.0,1.0
2.24,1.0,0.0,0.0,0.0,1.0
2.245,1.0,0.0,0.0,0.0,1.0
2.25,1.0,0.0,0.0,0.0,1.0
2.2657053795390643,1.000246719817134,0.0,0.0,0.015707317311820696,0.9998766324816606
2.2813952597646567,1.000986635785864,0.0,0.0,0.031410759078128334,0.9995065603657316
2.2970541566592573,1.00221901769846,0.0,0.0,0.04710645070964262,0.99888987496197
2.312666616782152,1.003942649342761,0.0,0.0,0.06279051952931335,0.9980267284282716
2.3282172325201156,1.0061558297024311,0.0,0.0,0.07845909572784494,0.996917333733128
2.3436906572928624,1.0088563746356556,0.0,0.0,0.09410831331851434,0.99556196460308
2.359071620698271,1.0120416190306263,0.0,0.0,0.10973431109104531,0.9939609554551797
2.3743449435824275,1.0157084194356845,0.0,0.0,0.1253332335643042,0.9921147013144779
2.3894955530196147,1.0198531571615286,0.0,0.0,0.14090123193758264,0.9900236577165575
2.4045084971874737,1.0244717418524232,0.0,0.0,0.15643446504023087,0.9876883405951378
2.419368960122646,1.0295596155228872,0.0,0.0,0.17192910027940955,0.9851093261547739
2.434062276342339,1.0351117570558743,0.0,0.0,0.18738131458572466,0.9822872507286887
2.4485739453173903,1.0411226871580095,0.0,0.0,0.20278729535651244,0.9792228106217657
2.4628896457825364,1.0475864737669902,0.0,0.0,0.21814324139654262,0.9759167619387474
2.4769952498697734,1.054496737905816,0.0,0.0,0.2334453638559054,0.9723699203976766
2.4908768370508576,1.0618466599780683,0.0,0.0,0.2486898871648548,0.9685831611286311
2.504520707875186,1.0696289864980282,0.0,0.0,0.2638730499653729,0.9645574184577981
2.5179133974894983,1.0778360372489924,0.0,0.0,0.2789911060392292,0.9602936856769431
2.531041688926065,1.0864597128627191,0.0,0.0,0.294040325232304,0.9557930147983301
2.5438926261462367,1.0954915028125263,0.0,0.0,0.3090169943749474,0.9510565162951535
2.5564535268264885,1.104922493812155,0.0,0.0,0.3239174181981494,0.9460853588275453
2.568711994874345,1.1147433786121055,0.0,0.0,0.3387379202452914,0.9408807689542255
2.580655932661826,1.1249444651847702,0.0,0.0,0.35347484377925714,0.9354440308298674
2.592273552964344,1.1355156862892943,0.0,0.0,0.368124552684678,0.9297764858882513
2.603553390593274,1.1464466094067263,0.0,0.0,0.3826834323650898,0.9238795325112867
2.614484313710706,1.1577264470356556,0.0,0.0,0.3971478906347806,0.9177546256839811
2.62505553481523,1.169344067338174,0.0,0.0,0.4115143586051088,0.9114032766354453
2.6352566213878945,1.1812880051256551,0.0,0.0,0.4257792915650727,0.9048270524660195
2.645077506187845,1.193546473173512,0.0,0.0,0.43993916985591514,0.8980275757606156
2.6545084971874737,1.2061073738537635,0.0,0.0,0.4539904997395468,0.8910065241883679
